date,hour,total,naturalGas,dammedHydro,lignite,river,importCoal,wind,sun,fueloil,geothermal,asphaltiteCoal,blackCoal,biomass,naphta,lng,importExport,wasteheat
2025-03-20T13:00:00+03:00,13:00,38788.26,7275.85,3354.03,4361.6,3120.46,7935.77,7728.63,1982.15,93.61,1345.61,216.38,432.45,947.43,0,0,-89.6,83.89
2025-03-20T14:00:00+03:00,14:00,39506.83,7557.81,3622.61,4366.08,3210.06,7944.83,7944.53,1865.39,87.62,1337.98,218.58,448.48,942.46,0,0,-126.64,87.04
2025-03-20T15:00:00+03:00,15:00,40710.14,8052.01,4370.55,4361.37,3283.7,8067.76,8057.67,1487.55,89.42,1333.16,218.58,444.05,975.87,0,0,-121.11,89.56
2025-03-20T16:00:00+03:00,16:00,42858.67,8993.61,5924.88,4322.34,3434.43,8123.4,8058.06,1063.12,93.92,1330.38,218.58,443.78,972.28,0,0,-208.99,88.88
2025-03-20T17:00:00+03:00,17:00,44232.39,9487.05,7949.97,4333.3,3557.14,8097.81,7759.02,513.18,95.26,1335.18,214.17,452.07,978.22,0,0,-627.01,87.03
2025-03-20T18:00:00+03:00,18:00,45754.99,9685.83,10090.89,4394.18,3786.99,8139.53,7111.53,89.12,94.65,1342.78,218.58,459.86,972.51,0,0,-718.52,87.06
2025-03-20T19:00:00+03:00,19:00,45527.08,9364.02,10678.8,4419.32,3839.83,8135.69,6518.83,0.68,94.03,1352.54,218.58,464.5,977.2,0,0,-622.97,86.03
2025-03-20T20:00:00+03:00,20:00,46784.25,9550.18,11787.41,4417.48,3901.24,8163.48,6515.37,0.01,93.63,1362.5,223.0,441.88,974.96,0,0,-733.22,86.33
2025-03-20T21:00:00+03:00,21:00,45252.46,8941.77,10867.23,4421.39,3809.36,8118.93,6557.63,0.01,93.91,1361.79,218.59,461.86,972.87,0,0,-662.74,89.86
2025-03-20T22:00:00+03:00,22:00,43556.15,8608.94,9948.22,4375.58,3560.23,8121.77,6403.36,0.01,94.3,1359.48,216.38,458.83,974.42,0,0,-657.21,91.84
2025-03-20T23:00:00+03:00,23:00,41825.9,8811.31,8499.75,4394.3,3361.81,8130.63,6114.21,0.01,94.52,1349.64,218.59,435.14,974.44,0,0,-649.18,90.73
2025-03-21T00:00:00+03:00,00:00,39420.77,8475.02,6945.16,4385.35,3210.91,8140.71,5688.03,0.01,94.03,1372.54,220.8,459.98,972.43,0,0,-634.3,90.1
2025-03-21T01:00:00+03:00,01:00,37537.47,8244.22,5839.71,4369.1,3117.78,8107.97,5285.11,0.01,92.62,1367.38,218.59,453.76,961.2,0,0,-609.06,89.08
2025-03-21T02:00:00+03:00,02:00,36303.24,8229.06,4801.0,4387.22,3021.89,8124.16,5138.4,0.01,89.8,1366.26,223.0,452.12,975.09,0,0,-593.72,88.95
2025-03-21T03:00:00+03:00,03:00,35942.75,8289.91,4478.76,4324.41,2915.91,8128.07,5164.4,0.01,88.89,1366.06,223.0,448.97,994.81,0,0,-571.0,90.55
2025-03-21T04:00:00+03:00,04:00,36560.68,8429.82,5008.53,4356.28,2820.97,8133.61,5215.62,0.07,88.88,1331.92,225.2,450.03,1000.86,0,0,-588.21,87.1
2025-03-21T05:00:00+03:00,05:00,36583.8,8578.77,4914.39,4338.38,2864.57,8116.05,5187.33,2.2,89.39,1344.2,223.0,437.92,989.2,0,0,-590.61,89.01
2025-03-21T06:00:00+03:00,06:00,35354.13,8505.54,3801.37,4293.2,2903.34,8136.59,5063.82,33.83,88.59,1363.45,223.0,438.41,1000.53,0,0,-586.25,88.71
2025-03-21T07:00:00+03:00,07:00,35481.83,9035.28,3289.8,4223.82,2931.71,8124.32,4982.67,205.88,97.11,1362.7,216.38,450.71,1006.69,0,0,-532.56,87.32
2025-03-21T08:00:00+03:00,08:00,38361.95,9513.36,5157.23,4270.4,3198.58,8137.48,4658.19,748.74,98.04,1351.25,223.0,432.09,996.42,0,0,-505.99,83.16
2025-03-21T09:00:00+03:00,09:00,38198.21,9253.5,4711.57,4253.03,3181.8,8132.73,4701.11,1293.88,95.44,1335.63,223.0,442.62,999.95,0,0,-507.99,81.94
2025-03-21T10:00:00+03:00,10:00,37349.56,8909.27,3725.07,4218.08,2973.58,8144.95,5211.32,1519.07,97.63,1328.48,223.0,446.43,981.25,0,0,-511.91,83.34
2025-03-21T11:00:00+03:00,11:00,37378.27,8121.07,3754.41,4193.79,2767.7,8152.93,5463.47,1621.78,96.42,1327.69,223.0,451.96,966.5,0,0,153.71,83.84
2025-03-21T12:00:00+03:00,12:00,35511.35,6770.48,3302.62,4209.74,2544.34,8137.49,5642.94,1608.65,85.99,1320.33,220.8,458.93,981.22,0,0,151.84,75.98
2025-03-21T13:00:00+03:00,13:00,34493.26,6478.45,2621.9,4212.64,2681.12,8132.88,5696.73,1350.1,88.53,1310.12,225.2,439.5,976.19,0,0,200.58,79.32
2025-03-21T14:00:00+03:00,14:00,36598.53,7884.34,3099.08,4194.11,2744.79,8139.94,5917.43,1319.45,92.83,1301.55,218.59,442.0,998.39,0,0,166.61,79.42
2025-03-21T15:00:00+03:00,15:00,38145.51,8720.36,3654.88,4187.69,2744.63,8149.34,6236.22,1191.88,96.62,1282.67,223.0,447.44,1004.13,0,0,128.86,77.79
2025-03-21T16:00:00+03:00,16:00,40555.01,9665.68,4732.31,4240.94,2947.82,8154.4,6373.0,1227.81,97.1,1275.2,218.59,445.46,1008.41,0,0,90.34,77.95
2025-03-21T17:00:00+03:00,17:00,42173.4,10415.52,6440.91,4191.05,3076.1,8130.84,6380.39,529.83,99.19,1280.42,223.0,453.32,1017.98,0,0,-145.55,80.4
2025-03-21T18:00:00+03:00,18:00,44294.46,11336.04,8697.88,4126.16,3428.71,8134.82,5935.85,170.28,96.6,1294.89,223.0,449.49,1022.55,0,0,-705.2,83.39
2025-03-21T19:00:00+03:00,19:00,44434.18,11364.26,9282.61,4119.4,3533.13,8123.7,5452.51,0.84,95.33,1310.24,223.0,447.07,1030.0,0,0,-626.95,79.04
2025-03-21T20:00:00+03:00,20:00,45758.52,11694.27,10453.08,4141.34,3560.02,8126.74,5227.68,0.01,94.95,1320.44,220.79,445.24,1036.77,0,0,-635.81,73.0
2025-03-21T21:00:00+03:00,21:00,44315.77,11466.76,9657.19,4119.96,3453.91,8123.15,4873.28,0.01,95.3,1334.21,223.0,454.9,1036.65,0,0,-591.58,69.03
2025-03-21T22:00:00+03:00,22:00,42774.09,11549.69,8604.41,4125.44,3118.12,8102.09,4644.32,0.01,95.77,1346.05,223.0,455.34,1013.25,0,0,-573.96,70.56
2025-03-21T23:00:00+03:00,23:00,41298.08,10920.4,8551.59,4115.66,2998.7,8104.74,3936.82,0.01,94.47,1360.58,223.0,435.01,1007.95,0,0,-521.11,70.26
2025-03-22T00:00:00+03:00,00:00,39127.91,10479.3,7604.72,4117.38,2927.07,8021.08,3204.01,0.01,94.36,1360.25,196.51,460.62,997.89,0,0,-406.89,71.6
2025-03-22T01:00:00+03:00,01:00,37301.32,10119.04,6777.21,4162.31,2795.76,7937.2,2807.79,0.01,94.61,1364.69,168.59,447.65,993.69,0,0,-442.49,75.26
2025-03-22T02:00:00+03:00,02:00,35799.34,10168.37,5908.38,4056.46,2724.97,7821.43,2509.52,0.01,94.62,1375.85,165.59,447.38,998.18,0,0,-546.41,74.99
2025-03-22T03:00:00+03:00,03:00,35512.25,10238.24,5647.07,4077.76,2706.63,7777.79,2378.47,0.01,95.54,1385.58,165.59,460.5,1015.76,0,0,-515.34,78.65
2025-03-22T04:00:00+03:00,04:00,36136.0,10393.09,6321.36,4104.57,2682.37,7754.79,2225.47,0.07,94.33,1393.37,163.38,448.63,1000.29,0,0,-521.87,76.15
2025-03-22T05:00:00+03:00,05:00,35980.96,10650.44,6063.41,4100.38,2754.13,7749.07,1987.82,1.57,93.96,1392.97,163.38,440.25,999.74,0,0,-494.7,78.54
2025-03-22T06:00:00+03:00,06:00,34378.92,10586.52,4423.38,4098.87,2821.86,7769.8,1955.62,35.87,94.74,1396.37,165.59,447.26,994.22,0,0,-487.83,76.65
2025-03-22T07:00:00+03:00,07:00,32480.19,9721.83,3152.08,4114.82,2704.35,7758.18,1999.32,303.53,99.52,1371.84,167.8,462.95,1010.77,0,0,-462.68,75.88
2025-03-22T08:00:00+03:00,08:00,32665.46,8663.25,3777.48,4156.11,2729.32,7764.74,1822.53,934.75,96.49,1385.95,168.59,448.72,1005.92,0,0,-363.23,74.84
2025-03-22T09:00:00+03:00,09:00,31834.31,7075.61,4212.94,4212.51,2720.27,7781.13,1575.75,1441.35,85.03,1369.21,158.96,464.13,1021.4,0,0,-360.57,76.59
2025-03-22T10:00:00+03:00,10:00,30633.49,4978.03,4511.23,4182.4,2605.86,7795.7,1384.08,1886.04,89.75,1364.43,161.17,456.21,1016.22,0,0,123.82,78.55
2025-03-22T11:00:00+03:00,11:00,30096.39,3915.5,4563.08,4172.95,2465.77,7781.33,1284.09,2509.05,91.23,1351.11,163.38,476.24,996.96,0,0,247.75,77.95
2025-03-22T12:00:00+03:00,12:00,29398.77,3874.33,4473.12,4007.39,2349.42,7540.06,1254.88,2493.83,81.66,1336.48,164.78,437.82,998.8,0,0,308.85,77.35
2025-03-22T13:00:00+03:00,13:00,29389.78,4025.04,4962.55,3992.9,2342.69,7454.56,1189.47,2173.21,84.58,1316.2,165.59,443.75,993.69,0,0,161.34,84.21
2025-03-22T14:00:00+03:00,14:00,29998.63,3976.11,5432.29,4011.11,2324.09,7733.24,1181.51,2107.43,85.39,1298.92,161.17,464.87,1013.81,0,0,125.15,83.54
2025-03-22T15:00:00+03:00,15:00,30771.87,4892.25,4885.06,4168.12,2437.89,7792.87,1176.27,2297.12,84.52,1280.63,163.38,455.42,1001.44,0,0,54.04,82.86
2025-03-22T16:00:00+03:00,16:00,33394.32,7351.31,5206.47,4209.67,2734.99,7781.38,1194.13,1875.07,85.52,1274.06,161.17,461.89,986.0,0,0,-4.86,77.52
2025-03-22T17:00:00+03:00,17:00,37635.76,10486.88,7072.51,4235.72,3045.85,7772.8,1051.6,1170.4,92.73,1273.24,158.96,482.47,998.08,0,0,-286.39,80.91
2025-03-22T18:00:00+03:00,18:00,42546.68,11709.61,11848.3,4214.35,3317.75,7767.43,997.99,206.16,93.46,1264.68,163.38,451.26,1020.29,0,0,-588.92,80.94
2025-03-22T19:00:00+03:00,19:00,42995.74,11167.52,13015.57,4231.88,3413.81,7772.8,1130.28,0.27,92.11,1258.23,164.88,440.25,1016.25,0,0,-786.26,78.15
2025-03-22T20:00:00+03:00,20:00,44159.74,11573.24,13591.11,4232.88,3346.26,7759.63,1294.04,0.01,91.17,1297.32,161.17,462.32,1022.29,0,0,-751.55,79.85
2025-03-22T21:00:00+03:00,21:00,42494.88,10890.48,12605.73,4238.0,3193.42,7761.16,1386.45,0.01,93.76,1314.62,163.38,454.67,1030.29,0,0,-714.9,77.81
2025-03-22T22:00:00+03:00,22:00,40940.07,10938.09,11040.45,4247.1,2999.2,7747.08,1388.42,0.01,92.92,1333.27,163.38,466.29,1012.71,0,0,-567.37,78.52
2025-03-22T23:00:00+03:00,23:00,39281.62,11189.8,9317.73,4169.21,2791.03,7755.84,1421.22,0.01,94.11,1344.13,165.59,457.68,985.8,0,0,-493.22,82.69
2025-03-23T00:00:00+03:00,00:00,37485.52,9758.32,8817.56,4270.93,2712.19,7707.21,1613.74,0.01,93.25,1367.56,161.17,453.96,995.11,0,0,-544.73,79.24
2025-03-23T01:00:00+03:00,01:00,35695.47,9515.14,7119.73,4308.4,2705.34,7698.84,1682.1,0.01,93.03,1368.43,158.96,454.87,998.61,0,0,-488.52,80.53
2025-03-23T02:00:00+03:00,02:00,34293.27,9063.26,5683.18,4288.94,2702.45,7713.01,1834.11,0.01,93.22,1374.03,165.59,459.24,994.07,0,0,-160.44,82.6
2025-03-23T03:00:00+03:00,03:00,33509.97,8807.6,5144.53,4217.81,2631.87,7669.87,1972.38,0.01,93.28,1374.87,163.38,445.64,997.32,0,0,-91.45,82.86
2025-03-23T04:00:00+03:00,04:00,34428.45,9383.37,5406.14,4255.05,2573.13,7675.14,2050.76,0.1,93.01,1382.86,163.38,457.81,991.69,0,0,-84.54,80.55
2025-03-23T05:00:00+03:00,05:00,33877.28,9085.31,5022.61,4271.16,2563.49,7676.1,2159.32,3.22,93.48,1390.4,167.8,460.42,987.43,0,0,-85.41,81.95
2025-03-23T06:00:00+03:00,06:00,31546.38,8542.81,3113.14,4268.53,2591.99,7561.66,2309.01,52.18,92.5,1389.89,163.38,458.73,1011.74,0,0,-87.72,78.54
2025-03-23T07:00:00+03:00,07:00,27805.67,5417.7,2188.88,4207.18,2356.23,7291.27,2534.78,644.24,86.14,1390.13,163.38,463.02,1017.9,0,0,-32.94,77.76
2025-03-23T08:00:00+03:00,08:00,24100.43,2864.61,2216.59,4004.01,2342.67,4989.79,2832.64,1969.63,91.14,1378.69,163.38,454.95,1016.29,0,0,-300.52,76.56
2025-03-23T09:00:00+03:00,09:00,21488.46,2178.91,1764.39,3815.71,2136.24,3774.48,2600.14,2486.92,87.34,1357.12,163.38,441.92,993.13,0,0,-388.59,77.37
2025-03-23T10:00:00+03:00,10:00,20327.02,1895.22,1396.02,3905.84,1703.21,3326.65,2598.47,2711.19,86.5,1336.15,163.38,439.61,1003.6,0,0,-318.06,79.24
2025-03-23T11:00:00+03:00,11:00,20374.68,2030.79,2208.11,3890.87,1197.26,3315.7,2560.31,2455.2,86.55,1312.49,163.38,439.65,1004.86,0,0,-367.48,76.99
2025-03-23T12:00:00+03:00,12:00,20202.91,1842.35,2137.6,3882.7,1193.02,3296.16,2820.62,2437.75,86.5,1292.29,163.38,440.12,1011.79,0,0,-474.76,73.39
2025-03-23T13:00:00+03:00,13:00,20402.3,1859.54,2028.18,3878.53,1162.25,3350.54,3166.59,2447.23,86.33,1264.2,163.38,439.45,1015.24,0,0,-530.01,70.85
2025-03-23T14:00:00+03:00,14:00,21429.37,1997.1,2582.35,3871.85,1266.0,3379.65,3400.18,2426.28,82.51,1238.18,163.38,453.66,1006.16,0,0,-511.61,73.68
2025-03-23T15:00:00+03:00,15:00,23698.01,2505.61,3158.46,3895.15,1417.72,4020.28,3644.2,2390.64,84.29,1222.62,163.38,458.53,1016.42,0,0,-355.29,76.0
2025-03-23T16:00:00+03:00,16:00,27679.68,3181.07,3906.01,3908.47,2308.35,5109.74,4157.54,2263.77,91.91,1221.37,161.17,449.35,1018.74,0,0,-173.98,76.17
2025-03-23T17:00:00+03:00,17:00,33641.6,5835.91,5824.4,4045.74,2717.7,6852.59,4312.46,1264.91,91.23,1222.65,158.96,447.99,1012.88,0,0,-221.29,75.47
2025-03-23T18:00:00+03:00,18:00,39046.69,8032.26,9477.43,4190.17,3155.43,7621.89,4074.48,178.09,94.64,1240.04,163.38,452.7,1019.65,0,0,-724.29,70.82
2025-03-23T19:00:00+03:00,19:00,39863.84,7564.81,10593.45,4283.18,3207.73,7643.11,4358.87,0.1,93.39,1258.24,161.17,448.99,1029.88,0,0,-849.23,70.15
2025-03-23T20:00:00+03:00,20:00,40816.74,7932.76,10597.51,4297.09,3257.95,7699.94,4729.46,0.01,93.35,1273.97,167.8,454.31,1038.4,0,0,-791.1,65.29
2025-03-23T21:00:00+03:00,21:00,39601.91,7431.47,9402.23,4274.31,3170.2,7762.97,5139.37,0.01,95.36,1285.18,167.8,451.02,1036.46,0,0,-686.29,71.82
2025-03-23T22:00:00+03:00,22:00,38307.85,7141.85,8337.48,4278.79,2826.7,7750.96,5375.86,0.01,94.91,1294.6,163.38,459.06,1029.7,0,0,-516.97,71.52
2025-03-23T23:00:00+03:00,23:00,37192.98,6542.22,8103.62,4207.47,2714.7,7766.18,5299.11,0.01,87.88,1302.53,163.38,444.54,995.89,0,0,-502.38,67.83
2025-03-24T00:00:00+03:00,00:00,35633.06,5378.41,7369.02,4226.18,2514.44,7718.98,5859.3,0.01,94.42,1315.59,163.38,454.41,1020.93,0,0,-549.96,67.95
2025-03-24T01:00:00+03:00,01:00,33825.81,4840.58,6067.49,4199.82,2453.58,7701.69,5992.04,0.01,94.58,1325.29,158.96,452.91,1017.14,0,0,-544.28,66.0
2025-03-24T02:00:00+03:00,02:00,32591.28,4242.85,5108.47,4187.96,2343.67,7688.69,6344.99,0.01,93.89,1328.62,163.38,454.71,1010.63,0,0,-436.63,60.04
2025-03-24T03:00:00+03:00,03:00,32310.14,4419.36,4781.54,4201.24,2255.41,7604.73,6329.73,0.01,94.55,1332.53,163.38,455.39,1021.22,0,0,-419.03,70.08
2025-03-24T04:00:00+03:00,04:00,33107.33,5078.9,5232.22,4218.24,2286.63,7628.98,5978.46,0.05,94.5,1319.64,165.59,461.9,1022.41,0,0,-447.54,67.35
2025-03-24T05:00:00+03:00,05:00,32781.97,5187.4,4670.15,4279.25,2272.82,7562.89,6102.36,1.96,94.68,1341.29,163.38,453.43,1032.35,0,0,-450.03,70.04
2025-03-24T06:00:00+03:00,06:00,31592.72,5319.64,2957.38,4273.53,2293.45,7521.67,6363.3,39.27,93.51,1340.08,161.17,521.67,1029.57,0,0,-392.44,70.92
2025-03-24T07:00:00+03:00,07:00,31866.27,5596.57,2935.83,4261.56,2262.34,7516.24,6004.6,380.35,95.87,1336.24,161.17,583.14,1020.4,0,0,-356.59,68.55
2025-03-24T08:00:00+03:00,08:00,36026.24,6828.45,4686.99,4291.35,2660.76,7680.25,6165.26,825.86,95.14,1332.81,216.38,587.27,1018.48,0,0,-430.8,68.04
2025-03-24T09:00:00+03:00,09:00,37549.1,6691.0,6107.17,4257.93,2466.64,7594.54,6342.8,1259.46,97.66,1323.56,220.79,581.16,1000.74,0,0,-463.26,68.91
2025-03-24T10:00:00+03:00,10:00,37215.22,5905.1,6407.53,4289.14,2301.2,7468.44,6296.57,1688.45,88.23,1309.0,220.8,597.11,998.26,0,0,-422.52,67.91
2025-03-24T11:00:00+03:00,11:00,36284.15,5182.23,5842.15,4128.65,2249.44,7609.09,6488.45,1979.43,92.05,1297.32,223.0,594.69,989.48,0,0,-458.99,67.16
2025-03-24T12:00:00+03:00,12:00,34316.28,4919.46,4841.39,3973.0,1910.31,7470.37,6264.87,2185.25,85.61,1277.61,223.0,592.97,997.25,0,0,-490.78,65.97
2025-03-24T13:00:00+03:00,13:00,34616.89,5125.83,5406.73,3939.52,1953.43,7299.07,6063.7,2080.6,84.13,1255.54,220.8,605.22,1034.71,0,0,-520.65,68.26
2025-03-24T14:00:00+03:00,14:00,36488.77,5689.18,6507.95,4144.18,2208.15,7494.08,6035.4,1666.45,93.19,1248.61,223.0,602.89,1041.25,0,0,-538.95,73.39
2025-03-24T15:00:00+03:00,15:00,37722.24,6825.5,6678.1,4137.29,2310.68,7701.24,6166.0,1226.05,94.8,1245.9,220.8,594.9,1034.43,0,0,-590.54,77.09
2025-03-24T16:00:00+03:00,16:00,39758.76,9640.52,6158.95,4171.34,2578.83,7466.4,6284.32,797.13,96.02,1244.44,223.0,613.59,1038.67,0,0,-632.41,77.96
2025-03-24T17:00:00+03:00,17:00,41869.97,10545.88,7255.95,4242.63,2877.0,7735.82,6187.14,387.86,97.7,1242.71,223.0,593.4,1032.16,0,0,-628.65,77.37
2025-03-24T18:00:00+03:00,18:00,43941.45,11513.97,8288.64,4191.25,3222.64,7746.58,6296.82,53.18,94.76,1256.77,223.0,602.01,1029.9,0,0,-656.15,78.08
2025-03-24T19:00:00+03:00,19:00,43539.93,11087.87,7920.69,4189.6,3319.87,7768.67,6661.75,0.14,93.83,1269.99,223.0,607.55,1042.09,0,0,-720.85,75.73
2025-03-24T20:00:00+03:00,20:00,44535.89,11926.84,8017.95,4142.41,3325.34,7783.9,6702.54,0.01,93.53,1280.76,220.8,597.23,1033.63,0,0,-670.06,81.01
2025-03-24T21:00:00+03:00,21:00,42490.26,11509.46,7351.67,4095.7,3268.15,7197.25,6341.44,0.01,93.26,1290.05,223.0,605.79,1032.05,0,0,-595.26,77.69
2025-03-24T22:00:00+03:00,22:00,41447.58,9759.35,7513.67,4126.96,2957.28,7775.15,6491.26,0.01,94.35,1300.26,220.8,596.5,1028.36,0,0,-496.73,80.36
2025-03-24T23:00:00+03:00,23:00,39869.52,8951.91,7179.59,4108.85,2746.64,7797.48,6215.13,0.01,93.53,1312.36,220.8,596.71,1021.26,0,0,-457.35,82.6
2025-03-25T00:00:00+03:00,00:00,37767.75,7906.99,6131.51,4153.07,2765.07,7796.73,6136.17,0.01,93.29,1315.69,223.0,591.51,1024.32,0,0,-457.12,87.51
2025-03-25T01:00:00+03:00,01:00,35883.59,7616.8,4782.91,4057.92,2686.86,7813.65,6034.1,0.01,92.97,1322.87,223.0,591.16,1021.96,0,0,-446.56,85.94
2025-03-25T02:00:00+03:00,02:00,34596.19,6434.74,4735.2,4038.58,2646.42,7789.13,6016.49,0.01,92.96,1323.56,223.0,597.25,1023.03,0,0,-407.79,83.61
2025-03-25T03:00:00+03:00,03:00,34356.52,6488.11,4484.89,4028.31,2587.15,7797.17,6034.33,0.01,92.86,1329.54,223.0,599.16,1022.74,0,0,-416.73,85.98
2025-03-25T04:00:00+03:00,04:00,34846.64,6532.52,4792.2,4101.73,2584.39,7801.92,6132.42,0.1,92.59,1328.89,225.2,591.24,1021.38,0,0,-444.55,86.61
2025-03-25T05:00:00+03:00,05:00,34641.6,7143.47,3860.51,4145.45,2573.03,7796.37,6165.01,3.14,92.55,1336.37,223.0,589.56,1024.52,0,0,-400.82,89.44
2025-03-25T06:00:00+03:00,06:00,33357.54,6755.88,3230.86,4054.91,2542.8,7795.12,5967.44,43.78,93.41,1342.39,223.0,587.01,1015.93,0,0,-382.14,87.15
2025-03-25T07:00:00+03:00,07:00,33027.84,6288.04,3300.99,4037.4,2638.12,7634.59,5784.21,363.81,95.51,1340.7,227.41,588.71,1021.51,0,0,-380.11,86.95
2025-03-25T08:00:00+03:00,08:00,36144.6,7715.16,4321.58,4001.66,2958.68,7499.05,5608.13,1134.71,95.14,1321.5,225.2,581.05,1018.8,0,0,-423.23,87.17
2025-03-25T09:00:00+03:00,09:00,36058.38,7370.12,4568.59,4100.24,2802.43,7756.68,4971.55,1576.22,91.45,1303.92,220.79,591.46,1013.33,0,0,-394.44,86.04
2025-03-25T10:00:00+03:00,10:00,34067.54,6608.77,3711.23,4075.62,2575.73,7610.34,4294.08,2111.58,85.83,1285.94,225.2,581.56,1020.39,0,0,-202.04,83.31
2025-03-25T11:00:00+03:00,11:00,33585.8,6341.51,3879.63,4022.92,2520.14,7372.13,3839.51,2489.7,99.12,1269.63,220.8,580.97,1014.61,0,0,-149.57,84.7
2025-03-25T12:00:00+03:00,12:00,31818.87,5286.98,3435.2,3866.72,2327.5,7519.31,3711.47,2563.34,83.49,1255.04,223.0,593.25,1018.72,0,0,-148.49,83.34
2025-03-25T13:00:00+03:00,13:00,32291.57,5791.86,3679.73,3822.71,2362.89,7215.54,3880.17,2457.28,93.04,1243.15,220.8,586.61,1023.28,0,0,-175.78,90.29
2025-03-25T14:00:00+03:00,14:00,33416.33,6469.96,4249.25,3910.97,2490.67,7108.31,3952.08,2257.5,93.12,1227.03,218.59,587.13,1014.65,0,0,-248.18,85.25
2025-03-25T15:00:00+03:00,15:00,35131.02,7977.73,4600.71,3935.16,2632.77,7666.75,3965.58,1487.05,86.35,1218.0,222.8,492.74,1000.76,0,0,-243.89,88.51
2025-03-25T16:00:00+03:00,16:00,37920.64,9726.91,5698.96,3961.42,2854.16,7552.78,4201.55,995.73,92.12,1211.21,223.0,612.07,991.01,0,0,-292.63,92.35
2025-03-25T17:00:00+03:00,17:00,40631.8,10776.49,7602.62,3945.85,3318.32,7522.3,4080.32,528.19,95.1,1208.02,218.59,595.54,1003.6,0,0,-354.1,90.96
2025-03-25T18:00:00+03:00,18:00,42807.16,11479.23,8696.96,3946.88,3659.83,7773.14,4465.1,122.96,93.95,1207.46,218.59,593.4,999.91,0,0,-544.96,94.71
2025-03-25T19:00:00+03:00,19:00,42657.5,11301.6,8680.11,3974.34,3699.59,7792.92,4616.57,0.15,94.85,1235.82,218.59,602.91,1009.6,0,0,-658.46,88.91
2025-03-25T20:00:00+03:00,20:00,43497.54,11852.87,9192.98,3942.24,3703.26,7778.95,4389.36,0.01,94.55,1249.89,216.38,597.36,1015.83,0,0,-630.03,93.89
2025-03-25T21:00:00+03:00,21:00,42339.11,11814.53,8354.2,3994.52,3521.57,7772.02,4216.74,0.01,94.92,1259.68,225.2,591.34,1010.09,0,0,-606.56,90.85
2025-03-25T22:00:00+03:00,22:00,40950.38,10904.91,8190.19,4037.62,3287.14,7786.28,3944.32,0.01,95.84,1266.44,223.0,598.89,999.82,0,0,-474.75,90.67
2025-03-25T23:00:00+03:00,23:00,39518.47,10511.06,7523.79,3930.56,3181.74,7799.39,3786.23,0.01,94.77,1274.88,220.8,573.12,999.21,0,0,-469.59,92.5
2025-03-26T00:00:00+03:00,00:00,37429.04,9445.43,6693.77,3885.7,3152.46,7586.5,3887.91,0.01,94.54,1298.79,220.8,585.71,980.17,0,0,-492.49,89.74
2025-03-26T01:00:00+03:00,01:00,35499.86,9198.26,5410.48,3719.37,3144.46,7303.63,3896.91,0.01,95.3,1306.47,220.8,590.29,962.14,0,0,-443.71,95.45
2025-03-26T02:00:00+03:00,02:00,34256.7,8322.13,5076.62,3729.46,3089.18,7120.94,3868.3,0.01,95.47,1312.46,223.0,602.09,969.52,0,0,-248.07,95.59
2025-03-26T03:00:00+03:00,03:00,33943.08,8409.16,4652.08,3763.11,3044.31,7123.89,3873.94,0.01,95.14,1311.5,220.8,595.58,974.17,0,0,-214.86,94.25
2025-03-26T04:00:00+03:00,04:00,34471.7,8723.64,5111.14,3834.71,3064.96,7122.63,3543.43,0.14,94.54,1313.1,223.0,601.07,978.31,0,0,-231.9,92.93
2025-03-26T05:00:00+03:00,05:00,34299.55,9326.26,4563.08,3897.07,3091.59,7106.14,3178.22,3.51,94.3,1317.59,223.0,599.89,984.42,0,0,-176.21,90.69
2025-03-26T06:00:00+03:00,06:00,32983.56,9629.77,3284.83,3947.43,3176.33,7111.19,2671.82,32.28,93.55,1322.05,223.0,589.66,969.26,0,0,-158.04,90.43
2025-03-26T07:00:00+03:00,07:00,32841.79,9787.12,3268.23,3799.03,3207.24,6880.91,2473.25,299.93,92.95,1324.45,220.8,585.84,957.43,0,0,-146.43,91.04
2025-03-26T08:00:00+03:00,08:00,36315.24,10281.03,5205.19,3905.89,3509.76,6909.96,2425.78,973.67,96.59,1320.99,220.8,580.44,964.52,0,0,-172.46,93.08
2025-03-26T09:00:00+03:00,09:00,36940.43,9968.49,5727.46,3838.69,3433.65,7091.08,2405.39,1498.86,93.96,1296.81,218.58,566.24,949.69,0,0,-243.95,95.48
2025-03-26T10:00:00+03:00,10:00,35895.74,9401.31,5593.72,3838.76,3166.96,6897.19,2240.76,1752.43,89.87,1256.01,223.0,589.97,956.98,0,0,-201.86,90.64
2025-03-26T11:00:00+03:00,11:00,34682.36,8711.23,5211.17,3830.19,3115.04,6722.94,2013.35,2190.26,87.24,1230.87,223.0,594.3,930.68,0,0,-266.31,88.4
2025-03-26T12:00:00+03:00,12:00,32772.6,8545.92,3643.97,3787.87,3021.47,6928.37,1760.65,2207.07,90.54,1206.18,223.0,575.15,931.57,0,0,-236.56,87.4
2025-03-26T13:00:00+03:00,13:00,33724.61,9315.42,4417.5,3819.12,3118.2,6825.67,1430.41,2069.14,91.45,1187.44,220.8,582.99,946.02,0,0,-387.8,88.25
2025-03-26T14:00:00+03:00,14:00,34962.93,10198.55,4753.26,3790.52,3156.56,6998.37,1300.16,2029.7,95.27,1164.84,220.8,582.26,960.87,0,0,-377.34,89.11
